place,type,country,region,latitude,longitude,observation_time,temperature,weather_code,weather_desc,wind_speed,wind_degree,wind_direction,pressure,precipitation,humidity,cloud_cover,feels_like,uv_index,visibility,iso3
Montevideo,City,Uruguay,Montevideo,-34.858,-56.171,2022-04-01,10.0,116.0,Partly cloudy,7.0,10.0,N,1027.0,0.0,82.0,50.0,9.0,4.0,10.0,URY
Moroni,City,Comoros,Grande Comore,-11.704,43.24,2022-03-28,26.0,116.0,Partly cloudy,0.0,103.0,ESE,1012.0,0.0,79.0,25.0,28.0,1.0,10.0,COM
Moroni,City,Comoros,Grande Comore,-11.704,43.24,2022-03-29,32.0,116.0,Partly cloudy,17.0,140.0,SE,1011.0,0.4,59.0,50.0,42.0,6.0,10.0,COM
Moroni,City,Comoros,Grande Comore,-11.704,43.24,2022-03-30,31.0,116.0,Partly cloudy,20.0,100.0,E,1012.0,0.0,59.0,25.0,37.0,7.0,10.0,COM
Moroni,City,Comoros,Grande Comore,-11.704,43.24,2022-03-31,31.0,116.0,Partly cloudy,15.0,240.0,WSW,1013.0,0.0,63.0,50.0,39.0,7.0,10.0,COM
Moroni,City,Comoros,Grande Comore,-11.704,43.24,2022-04-01,31.0,116.0,Partly cloudy,7.0,280.0,W,1012.0,0.1,66.0,62.0,40.0,6.0,10.0,COM
Moscow,City,Russia,Moscow City,55.752,37.616,2022-03-28,-8.0,113.0,Sunny,15.0,250.0,WSW,1010.0,0.0,62.0,0.0,-14.0,1.0,10.0,RUS
Moscow,City,Russia,Moscow City,55.752,37.616,2022-03-29,-2.0,116.0,Partly cloudy,22.0,330.0,NNW,994.0,0.3,74.0,50.0,-7.0,1.0,10.0,RUS
Moscow,City,Russia,Moscow City,55.752,37.616,2022-03-30,-3.0,116.0,Partly cloudy,19.0,260.0,W,1005.0,0.0,58.0,75.0,-8.0,1.0,10.0,RUS
Moscow,City,Russia,Moscow City,55.752,37.616,2022-03-31,1.0,116.0,Partly cloudy,11.0,220.0,SW,1010.0,0.1,64.0,25.0,-3.0,1.0,10.0,RUS
Moscow,City,Russia,Moscow City,55.752,37.616,2022-04-01,2.0,116.0,Partly cloudy,26.0,60.0,ENE,1011.0,0.0,60.0,75.0,-2.0,1.0,10.0,RUS
Muscat,City,Oman,Masqat,23.613,58.593,2022-03-28,26.0,113.0,Sunny,6.0,260.0,W,1013.0,0.0,26.0,0.0,26.0,1.0,8.0,OMN
Muscat,City,Oman,Masqat,23.613,58.593,2022-03-29,30.0,113.0,Sunny,26.0,311.0,NW,1014.0,0.0,51.0,0.0,31.0,7.0,10.0,OMN
Muscat,City,Oman,Masqat,23.613,58.593,2022-03-30,31.0,113.0,Sunny,23.0,309.0,NW,1014.0,0.0,52.0,0.0,33.0,8.0,10.0,OMN
Muscat,City,Oman,Masqat,23.613,58.593,2022-03-31,33.0,113.0,Sunny,12.0,357.0,N,1013.0,0.0,42.0,0.0,34.0,8.0,10.0,OMN
Muscat,City,Oman,Masqat,23.613,58.593,2022-04-01,33.0,113.0,Sunny,16.0,342.0,NNW,1010.0,0.0,39.0,0.0,34.0,8.0,10.0,OMN
N'djamena,City,Chad,Chari-Baguirmi,12.113,15.049,2022-03-28,23.0,122.0,Widespread Dust,15.0,10.0,N,1011.0,0.0,8.0,0.0,23.0,1.0,5.0,TCD
N'djamena,City,Chad,Chari-Baguirmi,12.113,15.049,2022-03-29,28.0,122.0,Widespread Dust,26.0,20.0,NNE,1012.0,0.0,6.0,0.0,26.0,7.0,5.0,TCD
N'djamena,City,Chad,Chari-Baguirmi,12.113,15.049,2022-03-30,30.0,113.0,Sunny,26.0,30.0,NNE,1009.0,0.0,4.0,0.0,28.0,7.0,8.0,TCD
N'djamena,City,Chad,Chari-Baguirmi,12.113,15.049,2022-03-31,33.0,113.0,Sunny,22.0,50.0,NE,1008.0,0.0,4.0,0.0,31.0,8.0,7.0,TCD
N'djamena,City,Chad,Chari-Baguirmi,12.113,15.049,2022-04-01,42.0,113.0,Sunny,26.0,56.0,ENE,1008.0,0.0,4.0,0.0,42.0,10.0,10.0,TCD
Nairobi,City,Kenya,Nairobi Area,-1.283,36.817,2022-03-28,17.0,296.0,Light Rain,6.0,360.0,N,1022.0,0.1,94.0,75.0,17.0,1.0,10.0,KEN
Nairobi,City,Kenya,Nairobi Area,-1.283,36.817,2022-03-29,20.0,116.0,Partly cloudy,17.0,80.0,E,1022.0,0.0,83.0,75.0,20.0,6.0,10.0,KEN
Nairobi,City,Kenya,Nairobi Area,-1.283,36.817,2022-03-30,21.0,116.0,Partly cloudy,22.0,50.0,NE,1021.0,0.0,69.0,75.0,21.0,6.0,10.0,KEN
Nairobi,City,Kenya,Nairobi Area,-1.283,36.817,2022-03-31,23.0,116.0,Partly cloudy,22.0,60.0,ENE,1021.0,0.0,61.0,75.0,25.0,6.0,10.0,KEN
Nairobi,City,Kenya,Nairobi Area,-1.283,36.817,2022-04-01,22.0,116.0,Partly cloudy,30.0,100.0,E,1020.0,0.1,69.0,75.0,24.0,6.0,10.0,KEN
Nassau,City,Bahamas,New Providence,25.083,-77.35,2022-03-28,22.0,113.0,Clear,15.0,10.0,N,1020.0,0.0,53.0,0.0,24.0,1.0,10.0,BHS
Nassau,City,Bahamas,New Providence,25.083,-77.35,2022-03-29,16.0,113.0,Clear,0.0,83.0,E,1021.0,0.0,88.0,0.0,16.0,1.0,10.0,BHS
Nassau,City,Bahamas,New Providence,25.083,-77.35,2022-03-30,20.0,113.0,Clear,11.0,110.0,ESE,1020.0,0.0,83.0,0.0,20.0,1.0,10.0,BHS
Nassau,City,Bahamas,New Providence,25.083,-77.35,2022-03-31,24.0,116.0,Partly cloudy,26.0,160.0,SSE,1017.0,0.0,74.0,25.0,26.0,1.0,10.0,BHS
Nassau,City,Bahamas,New Providence,25.083,-77.35,2022-04-01,24.0,116.0,Partly cloudy,15.0,170.0,S,1018.0,0.0,89.0,50.0,26.0,1.0,10.0,BHS
Nay-Nay,City,Russia,Sakhalin,50.333,142.167,2022-03-28,-5.0,335.0,Patchy heavy snow,27.0,331.0,NNW,1007.0,0.1,73.0,73.0,-12.0,1.0,5.0,RUS
Nay-Nay,City,Russia,Sakhalin,50.333,142.167,2022-03-29,1.0,266.0,Light drizzle,21.0,179.0,S,1007.0,0.4,87.0,100.0,-4.0,1.0,2.0,RUS
Nay-Nay,City,Russia,Sakhalin,50.333,142.167,2022-03-30,-3.0,230.0,Blizzard,40.0,319.0,NW,1008.0,0.3,91.0,100.0,-12.0,1.0,0.0,RUS
Nay-Nay,City,Russia,Sakhalin,50.333,142.167,2022-03-31,-9.0,119.0,Cloudy,1.0,168.0,SSE,1019.0,0.0,78.0,84.0,-9.0,1.0,10.0,RUS
Nay-Nay,City,Russia,Sakhalin,50.333,142.167,2022-04-01,-10.0,122.0,Overcast,5.0,360.0,N,1018.0,0.0,76.0,100.0,-13.0,1.0,10.0,RUS
New Delhi,City,India,Delhi,28.6,77.2,2022-03-28,30.0,143.0,Haze,7.0,230.0,SW,1010.0,0.0,29.0,0.0,28.0,7.0,3.0,IND
New Delhi,City,India,Delhi,28.6,77.2,2022-03-29,39.0,143.0,Haze,13.0,280.0,W,1006.0,0.0,11.0,0.0,38.0,10.0,3.0,IND
New Delhi,City,India,Delhi,28.6,77.2,2022-03-30,38.0,143.0,Haze,6.0,280.0,W,1007.0,0.0,13.0,0.0,37.0,10.0,4.0,IND
New Delhi,City,India,Delhi,28.6,77.2,2022-03-31,38.0,143.0,Haze,9.0,90.0,E,1007.0,0.0,17.0,0.0,37.0,10.0,3.0,IND
New Delhi,City,India,Delhi,28.6,77.2,2022-04-01,35.0,113.0,Sunny,15.0,290.0,WNW,1006.0,0.0,8.0,0.0,33.0,10.0,6.0,IND
Niamey,City,Niger,Niamey,13.517,2.117,2022-03-28,30.0,122.0,Widespread Dust,19.0,40.0,NE,1011.0,0.0,8.0,0.0,28.0,1.0,3.0,NER
Niamey,City,Niger,Niamey,13.517,2.117,2022-03-29,30.0,113.0,"Widespread Dust, Blowing Widespread Dust",24.0,80.0,E,1012.0,0.0,4.0,0.0,28.0,7.0,2.0,NER
Niamey,City,Niger,Niamey,13.517,2.117,2022-03-30,29.0,122.0,Widespread Dust,13.0,70.0,ENE,1009.0,0.0,4.0,0.0,27.0,6.0,3.0,NER
Niamey,City,Niger,Niamey,13.517,2.117,2022-03-31,30.0,122.0,Widespread Dust,7.0,70.0,ENE,1008.0,0.0,5.0,0.0,28.0,8.0,4.0,NER
Niamey,City,Niger,Niamey,13.517,2.117,2022-04-01,38.0,122.0,Widespread Dust,20.0,120.0,ESE,1009.0,0.0,4.0,0.0,37.0,10.0,5.0,NER
Nicosia,City,Cyprus,Nicosia,35.167,33.367,2022-03-28,8.0,116.0,Partly cloudy,19.0,270.0,W,1027.0,0.0,76.0,25.0,7.0,1.0,10.0,CYP
Nicosia,City,Cyprus,Nicosia,35.167,33.367,2022-03-29,17.0,116.0,Partly cloudy,11.0,60.0,ENE,1022.0,0.0,48.0,75.0,17.0,4.0,10.0,CYP
Nicosia,City,Cyprus,Nicosia,35.167,33.367,2022-03-30,20.0,113.0,Sunny,9.0,280.0,W,1015.0,0.0,32.0,0.0,20.0,5.0,10.0,CYP
Nicosia,City,Cyprus,Nicosia,35.167,33.367,2022-03-31,21.0,113.0,Sunny,13.0,120.0,ESE,1020.0,0.0,33.0,0.0,21.0,6.0,10.0,CYP
Nicosia,City,Cyprus,Nicosia,35.167,33.367,2022-04-01,27.0,113.0,Sunny,22.0,110.0,ESE,1015.0,0.0,20.0,0.0,27.0,7.0,10.0,CYP
Nouakchott,City,Mauritania,Trarza,18.086,-15.975,2022-03-28,18.0,122.0,Overcast,18.0,336.0,NNW,1014.0,0.0,81.0,100.0,18.0,1.0,10.0,MRT
Nouakchott,City,Mauritania,Trarza,18.086,-15.975,2022-03-29,18.0,113.0,Clear,28.0,351.0,N,1012.0,0.0,78.0,3.0,18.0,1.0,10.0,MRT
Nouakchott,City,Mauritania,Trarza,18.086,-15.975,2022-03-30,19.0,113.0,Clear,26.0,2.0,N,1010.0,0.0,60.0,8.0,19.0,1.0,10.0,MRT
Nouakchott,City,Mauritania,Trarza,18.086,-15.975,2022-03-31,21.0,113.0,Sunny,20.0,17.0,NNE,1009.0,0.0,33.0,12.0,21.0,6.0,10.0,MRT
Nouakchott,City,Mauritania,Trarza,18.086,-15.975,2022-04-01,25.0,113.0,Sunny,16.0,25.0,NNE,1012.0,0.0,27.0,0.0,25.0,7.0,10.0,MRT
Noumea,City,New Caledonia,,-22.267,166.45,2022-03-28,27.0,116.0,Partly cloudy,26.0,108.0,ESE,1009.0,0.0,69.0,42.0,29.0,7.0,10.0,NCL
Noumea,City,New Caledonia,,-22.267,166.45,2022-03-29,27.0,116.0,Partly cloudy,17.0,77.0,ENE,1009.0,0.0,79.0,34.0,30.0,1.0,10.0,NCL
Noumea,City,New Caledonia,,-22.267,166.45,2022-03-30,27.0,176.0,Patchy rain possible,8.0,56.0,ENE,1008.0,0.4,80.0,72.0,31.0,1.0,9.0,NCL
Noumea,City,New Caledonia,,-22.267,166.45,2022-03-31,27.0,176.0,Patchy rain possible,2.0,3.0,N,1007.0,0.2,82.0,87.0,31.0,1.0,9.0,NCL
Noumea,City,New Caledonia,,-22.267,166.45,2022-04-01,27.0,113.0,Clear,7.0,50.0,NE,1009.0,0.0,84.0,12.0,30.0,1.0,10.0,NCL
Nuku'alofa,City,Tonga,Tongatapu,-21.133,-175.2,2022-03-28,27.0,116.0,Partly cloudy,11.0,130.0,SE,1008.0,0.0,89.0,75.0,29.0,7.0,10.0,TON
Nuku'alofa,City,Tonga,Tongatapu,-21.133,-175.2,2022-03-29,25.0,116.0,Partly cloudy,13.0,160.0,SSE,1011.0,0.7,83.0,25.0,27.0,1.0,10.0,TON
Nuku'alofa,City,Tonga,Tongatapu,-21.133,-175.2,2022-03-30,24.0,116.0,Partly cloudy,0.0,101.0,ESE,1012.0,0.0,89.0,50.0,26.0,1.0,10.0,TON
Nuku'alofa,City,Tonga,Tongatapu,-21.133,-175.2,2022-03-31,25.0,296.0,Light Rain,13.0,340.0,NNW,1013.0,1.1,94.0,100.0,27.0,1.0,10.0,TON
Nuku'alofa,City,Tonga,Tongatapu,-21.133,-175.2,2022-04-01,25.0,116.0,Partly cloudy,7.0,130.0,SE,1015.0,0.1,94.0,50.0,27.0,1.0,10.0,TON
Nuuk,City,Greenland,Vestgronland,64.183,-51.75,2022-03-28,-1.0,113.0,Clear,13.0,180.0,S,1012.0,0.0,69.0,0.0,-4.0,1.0,10.0,GRL
Nuuk,City,Greenland,Vestgronland,64.183,-51.75,2022-03-29,-4.0,368.0,"Light Snow Grains, Freezing Fog",19.0,360.0,N,1017.0,0.0,93.0,60.0,-9.0,1.0,0.0,GRL
Nuuk,City,Greenland,Vestgronland,64.183,-51.75,2022-03-30,-6.0,326.0,Light Snow Grains,19.0,360.0,N,1013.0,0.0,100.0,60.0,-11.0,1.0,10.0,GRL
Nuuk,City,Greenland,Vestgronland,64.183,-51.75,2022-03-31,-3.0,122.0,Overcast,17.0,10.0,N,1011.0,0.0,93.0,100.0,-6.0,1.0,10.0,GRL
Nuuk,City,Greenland,Vestgronland,64.183,-51.75,2022-04-01,-1.0,116.0,Partly cloudy,11.0,50.0,NE,1011.0,0.0,86.0,25.0,-5.0,2.0,10.0,GRL
Oranjestad,City,Aruba,,12.517,-70.033,2022-03-28,26.0,116.0,Partly cloudy,24.0,80.0,E,1013.0,0.0,84.0,25.0,29.0,1.0,10.0,ABW
Oranjestad,City,Aruba,,12.517,-70.033,2022-03-29,26.0,116.0,Partly cloudy,22.0,80.0,E,1013.0,0.1,84.0,25.0,29.0,1.0,10.0,ABW
Oranjestad,City,Aruba,,12.517,-70.033,2022-03-30,26.0,116.0,Partly cloudy,28.0,100.0,E,1012.0,0.0,84.0,25.0,29.0,1.0,10.0,ABW
Oranjestad,City,Aruba,,12.517,-70.033,2022-03-31,26.0,116.0,Partly cloudy,26.0,90.0,E,1011.0,0.0,74.0,25.0,29.0,1.0,10.0,ABW
Oranjestad,City,Aruba,,12.517,-70.033,2022-04-01,26.0,116.0,Partly cloudy,28.0,100.0,E,1012.0,0.0,79.0,50.0,29.0,1.0,10.0,ABW
Oslo,City,Norway,Oslo,59.917,10.75,2022-03-28,5.0,116.0,Partly cloudy,48.0,310.0,NW,1021.0,0.0,70.0,75.0,2.0,1.0,10.0,NOR
Oslo,City,Norway,Oslo,59.917,10.75,2022-03-29,1.0,296.0,Light Rain Shower,19.0,20.0,NNE,1016.0,0.0,93.0,50.0,0.0,2.0,10.0,NOR
Oslo,City,Norway,Oslo,59.917,10.75,2022-03-30,4.0,116.0,Partly cloudy,46.0,50.0,NE,1014.0,0.0,60.0,25.0,2.0,2.0,10.0,NOR
Oslo,City,Norway,Oslo,59.917,10.75,2022-03-31,3.0,116.0,Partly cloudy,30.0,20.0,NNE,1017.0,0.0,81.0,75.0,1.0,2.0,10.0,NOR
Oslo,City,Norway,Oslo,59.917,10.75,2022-04-01,1.0,122.0,Shower In Vicinity,13.0,120.0,ESE,1018.0,0.0,37.0,25.0,1.0,1.0,10.0,NOR
Ottawa,City,Canada,Ontario,45.417,-75.7,2022-03-28,-11.0,122.0,Shower In Vicinity,31.0,300.0,WNW,1011.0,0.1,56.0,75.0,-20.0,1.0,13.0,CAN
Ottawa,City,Canada,Ontario,45.417,-75.7,2022-03-29,-9.0,116.0,Partly cloudy,19.0,280.0,W,1019.0,0.0,67.0,25.0,-16.0,1.0,24.0,CAN
Ottawa,City,Canada,Ontario,45.417,-75.7,2022-03-30,-7.0,113.0,Clear,7.0,260.0,W,1022.0,0.0,57.0,0.0,-10.0,1.0,24.0,CAN
Ottawa,City,Canada,Ontario,45.417,-75.7,2022-03-31,-1.0,116.0,Partly cloudy,22.0,70.0,ENE,1002.0,0.0,93.0,75.0,-6.0,1.0,24.0,CAN
Ottawa,City,Canada,Ontario,45.417,-75.7,2022-04-01,3.0,122.0,Overcast,11.0,240.0,WSW,998.0,0.0,75.0,100.0,0.0,1.0,24.0,CAN
Ouagadougou,City,Burkina Faso,Kadiogo,12.37,-1.525,2022-03-28,29.0,113.0,Clear,10.0,85.0,E,1009.0,0.0,13.0,2.0,27.0,1.0,10.0,BFA
Ouagadougou,City,Burkina Faso,Kadiogo,12.37,-1.525,2022-03-29,29.0,122.0,Widespread Dust,6.0,60.0,ENE,1011.0,0.0,15.0,0.0,27.0,7.0,4.0,BFA
Ouagadougou,City,Burkina Faso,Kadiogo,12.37,-1.525,2022-03-30,26.0,122.0,Widespread Dust,7.0,60.0,ENE,1008.0,0.0,18.0,0.0,24.0,7.0,6.0,BFA
Ouagadougou,City,Burkina Faso,Kadiogo,12.37,-1.525,2022-03-31,30.0,122.0,Widespread Dust,6.0,220.0,SW,1008.0,0.0,18.0,0.0,28.0,8.0,3.0,BFA
Ouagadougou,City,Burkina Faso,Kadiogo,12.37,-1.525,2022-04-01,37.0,113.0,Sunny,17.0,210.0,SSW,1010.0,0.0,35.0,0.0,38.0,9.0,10.0,BFA
Pago Pago,City,USA United States of America,American Samoa,-14.239,-170.722,2022-03-28,30.0,116.0,Partly cloudy,0.0,25.0,NNE,1008.0,0.1,78.0,75.0,36.0,6.0,19.0,USA
Pago Pago,City,USA United States of America,American Samoa,-14.239,-170.722,2022-03-29,28.0,122.0,Overcast,0.0,56.0,ENE,1011.0,0.4,86.0,100.0,32.0,1.0,16.0,USA
Pago Pago,City,USA United States of America,American Samoa,-14.239,-170.722,2022-03-30,28.0,116.0,Partly cloudy,13.0,50.0,NE,1011.0,0.1,84.0,50.0,32.0,1.0,16.0,USA
Pago Pago,City,USA United States of America,American Samoa,-14.239,-170.722,2022-03-31,28.0,116.0,Partly cloudy,0.0,36.0,NE,1013.0,0.0,78.0,75.0,31.0,1.0,16.0,USA
Pago Pago,City,USA United States of America,American Samoa,-14.239,-170.722,2022-04-01,28.0,116.0,Partly cloudy,20.0,130.0,SE,1013.0,0.0,88.0,50.0,32.0,1.0,16.0,USA
Palikir,City,Micronesia,Pohnpei,6.917,158.15,2022-03-28,31.0,122.0,Overcast,11.0,50.0,NE,1009.0,2.5,71.0,100.0,40.0,6.0,24.0,FSM
Palikir,City,Micronesia,Pohnpei,6.917,158.15,2022-03-29,27.0,122.0,Overcast,7.0,60.0,ENE,1009.0,0.1,89.0,100.0,30.0,6.0,24.0,FSM
Palikir,City,Micronesia,Pohnpei,6.917,158.15,2022-03-30,26.0,296.0,Light Rain Shower,6.0,140.0,SE,1008.0,1.0,94.0,100.0,29.0,6.0,23.0,FSM
Palikir,City,Micronesia,Pohnpei,6.917,158.15,2022-03-31,28.0,122.0,Overcast,6.0,130.0,SE,1009.0,0.0,79.0,100.0,31.0,1.0,24.0,FSM
Palikir,City,Micronesia,Pohnpei,6.917,158.15,2022-04-01,28.0,116.0,Partly cloudy,11.0,80.0,E,1011.0,0.0,74.0,75.0,31.0,1.0,24.0,FSM
Panama City,City,Panama,Panama,8.967,-79.533,2022-03-28,26.0,116.0,Partly cloudy,13.0,270.0,W,1012.0,0.0,84.0,25.0,29.0,1.0,10.0,PAN
Panama City,City,Panama,Panama,8.967,-79.533,2022-03-29,26.0,116.0,Partly cloudy,13.0,270.0,W,1011.0,0.0,79.0,50.0,28.0,1.0,10.0,PAN
Panama City,City,Panama,Panama,8.967,-79.533,2022-03-30,24.0,116.0,Partly cloudy,6.0,140.0,SE,1011.0,0.0,89.0,50.0,26.0,1.0,10.0,PAN
Panama City,City,Panama,Panama,8.967,-79.533,2022-03-31,23.0,116.0,Partly cloudy,6.0,300.0,WNW,1009.0,0.0,94.0,25.0,25.0,1.0,10.0,PAN
Panama City,City,Panama,Panama,8.967,-79.533,2022-04-01,23.0,116.0,Partly cloudy,6.0,290.0,WNW,1009.0,0.1,89.0,50.0,25.0,1.0,10.0,PAN
Papeete,City,French Polynesia Islands,,-17.533,-149.567,2022-03-28,27.0,176.0,Patchy rain possible,28.0,84.0,E,1012.0,0.1,75.0,78.0,29.0,6.0,10.0,PYF
Papeete,City,French Polynesia Islands,,-17.533,-149.567,2022-03-29,27.0,176.0,Patchy rain possible,31.0,88.0,E,1015.0,0.1,79.0,78.0,29.0,1.0,10.0,PYF
Papeete,City,French Polynesia Islands,,-17.533,-149.567,2022-03-30,28.0,116.0,Partly cloudy,6.0,70.0,ENE,1015.0,0.1,70.0,50.0,31.0,1.0,10.0,PYF
Papeete,City,French Polynesia Islands,,-17.533,-149.567,2022-03-31,26.0,113.0,Clear,9.0,90.0,E,1015.0,0.0,79.0,0.0,28.0,1.0,10.0,PYF
Papeete,City,French Polynesia Islands,,-17.533,-149.567,2022-04-01,26.0,116.0,Partly cloudy,6.0,120.0,ESE,1009.0,0.0,79.0,75.0,28.0,1.0,10.0,PYF
Paramaribo,City,Suriname,Paramaribo,5.833,-55.167,2022-03-28,23.0,113.0,Clear,10.0,61.0,ENE,1013.0,0.0,93.0,15.0,26.0,1.0,10.0,SUR
Paramaribo,City,Suriname,Paramaribo,5.833,-55.167,2022-03-29,24.0,176.0,Patchy rain possible,13.0,50.0,NE,1012.0,0.1,85.0,85.0,26.0,1.0,10.0,SUR
Paramaribo,City,Suriname,Paramaribo,5.833,-55.167,2022-03-30,22.0,119.0,Cloudy,8.0,35.0,NE,1011.0,0.0,87.0,68.0,25.0,1.0,10.0,SUR
Paramaribo,City,Suriname,Paramaribo,5.833,-55.167,2022-03-31,22.0,113.0,Clear,8.0,59.0,ENE,1011.0,0.0,89.0,10.0,25.0,1.0,10.0,SUR
Paramaribo,City,Suriname,Paramaribo,5.833,-55.167,2022-04-01,23.0,113.0,Sunny,7.0,47.0,NE,1013.0,0.0,87.0,25.0,25.0,6.0,10.0,SUR
Paris,City,France,Ile-de-France,48.867,2.333,2022-03-28,6.0,248.0,Patches Of Fog,0.0,0.0,N,1024.0,0.0,87.0,75.0,6.0,1.0,6.0,FRA
Paris,City,France,Ile-de-France,48.867,2.333,2022-03-29,12.0,113.0,Sunny,11.0,20.0,NNE,1011.0,0.0,58.0,0.0,11.0,3.0,10.0,FRA
Paris,City,France,Ile-de-France,48.867,2.333,2022-03-30,10.0,143.0,Mist,4.0,330.0,NNW,1003.0,0.0,100.0,100.0,9.0,3.0,4.0,FRA
Paris,City,France,Ile-de-France,48.867,2.333,2022-03-31,5.0,296.0,Light Rain,20.0,340.0,NNW,1000.0,0.2,87.0,75.0,1.0,1.0,10.0,FRA
Paris,City,France,Ile-de-France,48.867,2.333,2022-04-01,2.0,371.0,"Light Rain, Snow Shower",22.0,350.0,N,1008.0,0.3,87.0,75.0,-3.0,1.0,10.0,FRA
Philipsburg,City,Netherlands Antilles,,18.017,-63.033,2022-03-28,25.0,116.0,Partly cloudy,0.0,135.0,SE,1017.0,0.0,83.0,25.0,27.0,1.0,10.0,NLD
Philipsburg,City,Netherlands Antilles,,18.017,-63.033,2022-03-29,25.0,116.0,Partly cloudy,7.0,60.0,ENE,1017.0,0.5,83.0,25.0,27.0,1.0,10.0,NLD
Philipsburg,City,Netherlands Antilles,,18.017,-63.033,2022-03-30,24.0,116.0,Partly cloudy,13.0,30.0,NNE,1016.0,0.0,78.0,25.0,26.0,1.0,10.0,NLD
Philipsburg,City,Netherlands Antilles,,18.017,-63.033,2022-03-31,25.0,116.0,Partly cloudy,26.0,60.0,ENE,1015.0,0.0,69.0,25.0,27.0,1.0,10.0,NLD
Philipsburg,City,Netherlands Antilles,,18.017,-63.033,2022-04-01,25.0,116.0,Partly cloudy,22.0,70.0,ENE,1018.0,0.0,74.0,25.0,27.0,1.0,10.0,NLD
Phnom Penh,City,Cambodia,Phnum Penh,11.55,104.917,2022-03-28,30.0,116.0,Partly cloudy,7.0,350.0,N,1011.0,0.0,75.0,25.0,34.0,7.0,10.0,KHM
Phnom Penh,City,Cambodia,Phnum Penh,11.55,104.917,2022-03-29,29.0,386.0,Thunderstorm,9.0,250.0,WSW,1006.0,0.0,79.0,50.0,29.0,8.0,10.0,KHM
Phnom Penh,City,Cambodia,Phnum Penh,11.55,104.917,2022-03-30,34.0,116.0,Partly cloudy,13.0,40.0,NE,1004.0,0.0,53.0,50.0,37.0,8.0,10.0,KHM
Phnom Penh,City,Cambodia,Phnum Penh,11.55,104.917,2022-03-31,34.0,116.0,Partly cloudy,0.0,5.0,N,1004.0,0.1,50.0,50.0,38.0,7.0,10.0,KHM
Phnom Penh,City,Cambodia,Phnum Penh,11.55,104.917,2022-04-01,27.0,116.0,Partly cloudy,19.0,180.0,S,1007.0,0.4,74.0,75.0,28.0,7.0,10.0,KHM
Podgorica,City,Montenegro,,42.441,19.264,2022-03-28,7.0,113.0,Clear,6.0,330.0,NNW,1027.0,0.0,87.0,0.0,7.0,1.0,10.0,MNE
Podgorica,City,Montenegro,,42.441,19.264,2022-03-29,15.0,113.0,Sunny,6.0,330.0,NNW,1018.0,0.0,39.0,0.0,16.0,4.0,10.0,MNE
Podgorica,City,Montenegro,,42.441,19.264,2022-03-30,13.0,116.0,Partly cloudy,0.0,161.0,SSE,1013.0,0.0,54.0,75.0,13.0,4.0,10.0,MNE
Podgorica,City,Montenegro,,42.441,19.264,2022-03-31,12.0,302.0,Rain,0.0,0.0,N,1004.0,14.2,100.0,100.0,12.0,3.0,6.0,MNE
Podgorica,City,Montenegro,,42.441,19.264,2022-04-01,14.0,116.0,Partly cloudy,15.0,230.0,SW,999.0,1.6,82.0,75.0,13.0,3.0,10.0,MNE
Port Louis,City,Mauritius,Port Louis,-20.162,57.499,2022-03-28,26.0,116.0,Partly cloudy,7.0,90.0,E,1014.0,0.0,79.0,50.0,29.0,1.0,10.0,MUS
Port Louis,City,Mauritius,Port Louis,-20.162,57.499,2022-03-29,31.0,113.0,Sunny,4.0,67.0,ENE,1013.0,0.0,52.0,0.0,34.0,8.0,10.0,MUS
Port Louis,City,Mauritius,Port Louis,-20.162,57.499,2022-03-30,27.0,176.0,Patchy rain possible,10.0,137.0,SE,1013.0,0.1,68.0,79.0,30.0,6.0,10.0,MUS
Port Louis,City,Mauritius,Port Louis,-20.162,57.499,2022-03-31,27.0,176.0,Patchy rain possible,33.0,122.0,ESE,1014.0,0.1,69.0,69.0,29.0,6.0,10.0,MUS
Port Louis,City,Mauritius,Port Louis,-20.162,57.499,2022-04-01,26.0,353.0,Light rain shower,31.0,92.0,E,1013.0,0.2,81.0,82.0,29.0,6.0,10.0,MUS
Port Moresby,City,Papua New Guinea,National Capital,-9.465,147.193,2022-03-28,32.0,302.0,Rain Shower,31.0,260.0,W,1007.0,0.1,63.0,75.0,39.0,7.0,10.0,PNG
Port Moresby,City,Papua New Guinea,National Capital,-9.465,147.193,2022-03-29,30.0,116.0,Partly cloudy,9.0,230.0,SW,1007.0,1.4,75.0,25.0,40.0,6.0,10.0,PNG
Port Moresby,City,Papua New Guinea,National Capital,-9.465,147.193,2022-03-30,31.0,116.0,Partly cloudy,28.0,300.0,WNW,1006.0,1.1,63.0,50.0,40.0,6.0,10.0,PNG
Port Moresby,City,Papua New Guinea,National Capital,-9.465,147.193,2022-03-31,28.0,116.0,Partly cloudy,19.0,300.0,WNW,1007.0,0.0,74.0,50.0,33.0,7.0,10.0,PNG
Port Moresby,City,Papua New Guinea,National Capital,-9.465,147.193,2022-04-01,24.0,116.0,Partly cloudy,15.0,350.0,N,1010.0,7.8,94.0,75.0,27.0,1.0,10.0,PNG
Port Of Spain,City,Trinidad and Tobago,Port-of-Spain,10.65,-61.517,2022-03-28,23.0,116.0,Partly cloudy,14.0,83.0,E,1014.0,0.0,91.0,27.0,25.0,1.0,10.0,TTO
